verb	subject	tense	frame	sentence1	sentence2	negraising	acceptability
foretell	first	present	NP be V to VP[-eventive]	I'm not foretold to have a particular thing.	I'm foretold not to have that thing.	0.38730672	0.5437555
foretell	third	past	NP V that S	A particular person didn't foretell that a particular thing happened.	That person foretold that that thing didn't happen.	0.4095815	0.45389915
foretell	third	past	NP V to VP[-eventive]	A particular person didn't foretell to have a particular thing.	That person foretold not to have that thing.	0.3416604	0.42472112
foretell	third	past	NP be V that S	A particular person wasn't foretold that a particular thing happened.	That person was foretold that that thing didn't happen.	0.10126167	0.7857695
foretell	third	past	NP be V to VP[+eventive]	A particular person wasn't foretold to do a particular thing.	That person was foretold not to do that thing.	0.52353424	0.58821595
foretell	third	past	NP be V to VP[-eventive]	A particular person wasn't foretold to have a particular thing.	That person was foretold not to have that thing.	0.34800902	0.48865366
foretell	third	present	NP V that S	A particular person doesn't foretell that a particular thing happened.	That person foretells that that thing didn't happen.	0.43918338	0.5587804
foretell	third	present	NP be V that S	A particular person isn't foretold that a particular thing happened.	That person is foretold that that thing didn't happen.	0.28666165	0.4709355
foretell	third	present	NP be V to VP[+eventive]	A particular person isn't foretold to do a particular thing.	That person is foretold not to do that thing.	0.40817922	0.5760834
foretell	third	present	NP be V to VP[-eventive]	A particular person isn't foretold to have a particular thing.	That person is foretold not to have that thing.	0.4751808	0.5462646
forget	first	past	NP V that S	I didn't forget that a particular thing happened.	I forgot that that thing didn't happen.	0.34647387	0.8235363
forget	first	past	NP V to VP[+eventive]	I didn't forget to do a particular thing.	I forgot not to do that thing.	0.4170317	0.83587974
forget	first	past	NP V to VP[-eventive]	I didn't forget to have a particular thing.	I forgot not to have that thing.	0.2381225	0.07012462
forget	first	past	NP be V to VP[-eventive]	I wasn't forgotten to have a particular thing.	I was forgotten not to have that thing.	0.30692083	0.41286176
forget	first	present	NP V that S	I don't forget that a particular thing happened.	I forget that that thing didn't happen.	0.38518918	0.83280194
forget	first	present	NP V to VP[+eventive]	I don't forget to do a particular thing.	I forget not to do that thing.	0.30117828	0.7454819
forget	third	past	NP V that S	A particular person didn't forget that a particular thing happened.	That person forgot that that thing didn't happen.	0.191994	0.6502315
forget	third	past	NP V to VP[+eventive]	A particular person didn't forget to do a particular thing.	That person forgot not to do that thing.	0.098771386	0.8169927
forget	third	past	NP V to VP[-eventive]	A particular person didn't forget to have a particular thing.	That person forgot not to have that thing.	0.32365152	0.56920135
forget	third	past	NP be V to VP[-eventive]	A particular person wasn't forgotten to have a particular thing.	That person was forgotten not to have that thing.	0.43632272	0.5210694
forget	third	present	NP V that S	A particular person doesn't forget that a particular thing happened.	That person forgets that that thing didn't happen.	0.15860906	0.6325088
forget	third	present	NP V to VP[+eventive]	A particular person doesn't forget to do a particular thing.	That person forgets not to do that thing.	0.3665929	0.56501764
forgive	first	past	NP V that S	I didn't forgive that a particular thing happened.	I forgave that that thing didn't happen.	0.15593244	0.50944954
forgive	first	past	NP be V that S	I wasn't forgiven that a particular thing happened.	I was forgiven that that thing didn't happen.	0.08949926	0.5207991
forgive	first	present	NP V that S	I don't forgive that a particular thing happened.	I forgive that that thing didn't happen.	0.24955964	0.5801053
forgive	first	present	NP be V that S	I'm not forgiven that a particular thing happened.	I'm forgiven that that thing didn't happen.	0.41565335	0.42981544
forgive	third	past	NP V that S	A particular person didn't forgive that a particular thing happened.	That person forgave that that thing didn't happen.	0.27374306	0.78256387
forgive	third	past	NP be V that S	A particular person wasn't forgiven that a particular thing happened.	That person was forgiven that that thing didn't happen.	0.20241569	0.8112752
forgive	third	present	NP V that S	A particular person doesn't forgive that a particular thing happened.	That person forgives that that thing didn't happen.	0.3786622	0.56660813
forgive	third	present	NP be V that S	A particular person isn't forgiven that a particular thing happened.	That person is forgiven that that thing didn't happen.	0.2538717	0.47643542
forgo	first	past	NP be V to VP[+eventive]	I wasn't forgone to do a particular thing.	I was forgone not to do that thing.	0.32229614	0.48206973
forgo	third	past	NP be V to VP[+eventive]	A particular person wasn't forgone to do a particular thing.	That person was forgone not to do that thing.	0.52456284	0.49856967
formulate	first	past	NP V that S	I didn't formulate that a particular thing happened.	I formulated that that thing didn't happen.	0.40905583	0.48917758
formulate	first	past	NP V to VP[+eventive]	I didn't formulate to do a particular thing.	I formulated not to do that thing.	0.4691506	0.4587611
formulate	first	present	NP V that S	I don't formulate that a particular thing happened.	I formulate that that thing didn't happen.	0.6348492	0.48555583
formulate	first	present	NP V to VP[+eventive]	I don't formulate to do a particular thing.	I formulate not to do that thing.	0.4053026	0.4966275
formulate	third	past	NP V that S	A particular person didn't formulate that a particular thing happened.	That person formulated that that thing didn't happen.	0.54826176	0.5593295
formulate	third	past	NP V to VP[+eventive]	A particular person didn't formulate to do a particular thing.	That person formulated not to do that thing.	0.47021398	0.47098687
formulate	third	present	NP V that S	A particular person doesn't formulate that a particular thing happened.	That person formulates that that thing didn't happen.	0.39609203	0.5688861
formulate	third	present	NP V to VP[+eventive]	A particular person doesn't formulate to do a particular thing.	That person formulates not to do that thing.	0.26988733	0.44077107
frame	first	past	NP be V to VP[+eventive]	I wasn't framed to do a particular thing.	I was framed not to do that thing.	0.46456018	0.55039567
frame	first	past	NP be V to VP[-eventive]	I wasn't framed to have a particular thing.	I was framed not to have that thing.	0.33341596	0.43190795
frame	first	present	NP be V to VP[+eventive]	I'm not framed to do a particular thing.	I'm framed not to do that thing.	0.41385928	0.53127205
frame	third	past	NP be V to VP[+eventive]	A particular person wasn't framed to do a particular thing.	That person was framed not to do that thing.	0.21221589	0.46070683
frame	third	past	NP be V to VP[-eventive]	A particular person wasn't framed to have a particular thing.	That person was framed not to have that thing.	0.37533113	0.42308715
frame	third	present	NP be V to VP[+eventive]	A particular person isn't framed to do a particular thing.	That person is framed not to do that thing.	0.35312903	0.49321115
freak_out	first	past	NP V that S	I didn't freak out that a particular thing happened.	I freaked out that that thing didn't happen.	0.33400106	0.78353715
freak_out	first	past	NP be V that S	I wasn't freaked out that a particular thing happened.	I was freaked out that that thing didn't happen.	0.22774334	0.72495997
freak_out	first	past	NP be V to VP[+eventive]	I wasn't freaked out to do a particular thing.	I was freaked out not to do that thing.	0.09949158	0.79338914
freak_out	first	past	NP be V to VP[-eventive]	I wasn't freaked out to have a particular thing.	I was freaked out not to have that thing.	0.3892692	0.64574623
freak_out	first	present	NP V that S	I don't freak out that a particular thing happened.	I freak_out that that thing didn't happen.	0.2730057	0.5796311
freak_out	first	present	NP be V that S	I'm not freaked out that a particular thing happened.	I'm freaked out that that thing didn't happen.	0.1447966	0.8516192
freak_out	first	present	NP be V to VP[+eventive]	I'm not freaked out to do a particular thing.	I'm freaked out not to do that thing.	0.20843765	0.6883078
freak_out	first	present	NP be V to VP[-eventive]	I'm not freaked out to have a particular thing.	I'm freaked out not to have that thing.	0.30803612	0.52113646
freak_out	third	past	NP V that S	A particular person didn't freak out that a particular thing happened.	That person freaked out that that thing didn't happen.	0.46660563	0.6279212
freak_out	third	past	NP be V that S	A particular person wasn't freaked out that a particular thing happened.	That person was freaked out that that thing didn't happen.	0.20028184	0.6758581
freak_out	third	past	NP be V to VP[+eventive]	A particular person wasn't freaked out to do a particular thing.	That person was freaked out not to do that thing.	0.20321126	0.6667961
freak_out	third	past	NP be V to VP[-eventive]	A particular person wasn't freaked out to have a particular thing.	That person was freaked out not to have that thing.	0.40498662	0.5826163
freak_out	third	present	NP V that S	A particular person doesn't freak out that a particular thing happened.	That person freaks out that that thing didn't happen.	0.14453061	0.6653198
freak_out	third	present	NP be V that S	A particular person isn't freaked out that a particular thing happened.	That person is freaked out that that thing didn't happen.	0.41603538	0.6632974
freak_out	third	present	NP be V to VP[+eventive]	A particular person isn't freaked out to do a particular thing.	That person is freaked out not to do that thing.	0.12788728	0.5914916
freak_out	third	present	NP be V to VP[-eventive]	A particular person isn't freaked out to have a particular thing.	That person is freaked out not to have that thing.	0.37069368	0.5221351
fret	first	past	NP V that S	I didn't fret that a particular thing happened.	I fretted that that thing didn't happen.	0.24948376	0.61044294
fret	first	past	NP V to VP[-eventive]	I didn't fret to have a particular thing.	I fretted not to have that thing.	0.40546802	0.5164514
fret	first	present	NP V that S	I don't fret that a particular thing happened.	I fret that that thing didn't happen.	0.2555731	0.5738714
fret	third	past	NP V that S	A particular person didn't fret that a particular thing happened.	That person fretted that that thing didn't happen.	0.3667044	0.87069553
fret	third	past	NP V to VP[-eventive]	A particular person didn't fret to have a particular thing.	That person fretted not to have that thing.	0.4218955	0.5527934
fret	third	present	NP V that S	A particular person doesn't fret that a particular thing happened.	That person frets that that thing didn't happen.	0.32460803	0.6077545
frighten	first	past	NP be V that S	I wasn't frightened that a particular thing happened.	I was frightened that that thing didn't happen.	0.28337586	0.7077179
frighten	first	past	NP be V to VP[+eventive]	I wasn't frightened to do a particular thing.	I was frightened not to do that thing.	0.120745204	0.9110364
frighten	first	past	NP be V to VP[-eventive]	I wasn't frightened to have a particular thing.	I was frightened not to have that thing.	0.19882767	0.5866867
frighten	first	present	NP be V that S	I'm not frightened that a particular thing happened.	I'm frightened that that thing didn't happen.	0.028500443	0.7295232
frighten	first	present	NP be V to VP[+eventive]	I'm not frightened to do a particular thing.	I'm frightened not to do that thing.	0.20863776	0.8213486
frighten	first	present	NP be V to VP[-eventive]	I'm not frightened to have a particular thing.	I'm frightened not to have that thing.	0.3957876	0.5896401
frighten	third	past	NP be V that S	A particular person wasn't frightened that a particular thing happened.	That person was frightened that that thing didn't happen.	0.2904432	0.6009671
frighten	third	past	NP be V to VP[+eventive]	A particular person wasn't frightened to do a particular thing.	That person was frightened not to do that thing.	0.20781568	0.8182964
frighten	third	past	NP be V to VP[-eventive]	A particular person wasn't frightened to have a particular thing.	That person was frightened not to have that thing.	0.21907373	0.5269133
frighten	third	present	NP be V that S	A particular person isn't frightened that a particular thing happened.	That person is frightened that that thing didn't happen.	0.3816543	0.6205102
frighten	third	present	NP be V to VP[+eventive]	A particular person isn't frightened to do a particular thing.	That person is frightened not to do that thing.	0.15494312	0.61272913
frighten	third	present	NP be V to VP[-eventive]	A particular person isn't frightened to have a particular thing.	That person is frightened not to have that thing.	0.21686177	0.6223429
frown	first	past	NP V that S	I didn't frown that a particular thing happened.	I frowned that that thing didn't happen.	0.27500394	0.29510027
frown	third	past	NP V that S	A particular person didn't frown that a particular thing happened.	That person frowned that that thing didn't happen.	0.41158155	0.51783997
frustrate	first	past	NP be V that S	I wasn't frustrated that a particular thing happened.	I was frustrated that that thing didn't happen.	0.41801417	0.57780814
frustrate	first	past	NP be V to VP[+eventive]	I wasn't frustrated to do a particular thing.	I was frustrated not to do that thing.	0.23795766	0.664377
frustrate	first	past	NP be V to VP[-eventive]	I wasn't frustrated to have a particular thing.	I was frustrated not to have that thing.	0.3696991	0.60207003
frustrate	first	present	NP be V that S	I'm not frustrated that a particular thing happened.	I'm frustrated that that thing didn't happen.	0.2653802	0.7723542
frustrate	first	present	NP be V to VP[-eventive]	I'm not frustrated to have a particular thing.	I'm frustrated not to have that thing.	0.3893549	0.56686187
frustrate	third	past	NP be V that S	A particular person wasn't frustrated that a particular thing happened.	That person was frustrated that that thing didn't happen.	0.4091662	0.49498478
frustrate	third	past	NP be V to VP[+eventive]	A particular person wasn't frustrated to do a particular thing.	That person was frustrated not to do that thing.	0.22869997	0.6038541
frustrate	third	past	NP be V to VP[-eventive]	A particular person wasn't frustrated to have a particular thing.	That person was frustrated not to have that thing.	0.44188794	0.6068279
frustrate	third	present	NP be V that S	A particular person isn't frustrated that a particular thing happened.	That person is frustrated that that thing didn't happen.	0.25870013	0.7912446
frustrate	third	present	NP be V to VP[-eventive]	A particular person isn't frustrated to have a particular thing.	That person is frustrated not to have that thing.	0.2175376	0.56722116
fuel	first	past	NP V to VP[+eventive]	I didn't fuel to do a particular thing.	I fuelled not to do that thing.	0.19292246	0.5137874
fuel	first	past	NP be V to VP[+eventive]	I wasn't fueled to do a particular thing.	I was fuelled not to do that thing.	0.38320553	0.64510983
fuel	first	present	NP be V to VP[+eventive]	I'm not fueled to do a particular thing.	I'm fueled not to do that thing.	0.40216112	0.51163834
fuel	third	past	NP V to VP[+eventive]	A particular person didn't fuel to do a particular thing.	That person fuelled not to do that thing.	0.3340108	0.21502212
fuel	third	past	NP be V to VP[+eventive]	A particular person wasn't fueled to do a particular thing.	That person was fuelled not to do that thing.	0.40332723	0.52345175
fuel	third	present	NP be V to VP[+eventive]	A particular person isn't fueled to do a particular thing.	That person is fueled not to do that thing.	0.38159484	0.5233081
fume	first	past	NP V that S	I didn't fume that a particular thing happened.	I fumed that that thing didn't happen.	0.2877268	0.49840787
fume	first	present	NP V that S	I don't fume that a particular thing happened.	I fume that that thing didn't happen.	0.3187335	0.5019886
fume	third	past	NP V that S	A particular person didn't fume that a particular thing happened.	That person fumed that that thing didn't happen.	0.41835192	0.53337556
fume	third	present	NP V that S	A particular person doesn't fume that a particular thing happened.	That person fumes that that thing didn't happen.	0.27063373	0.5145588
function	first	past	NP be V to VP[+eventive]	I wasn't functioned to do a particular thing.	I was functioned not to do that thing.	0.36399287	0.44146302
function	third	past	NP be V to VP[+eventive]	A particular person wasn't functioned to do a particular thing.	That person was functioned not to do that thing.	0.38113528	0.47762588
fuss	first	past	NP V that S	I didn't fuss that a particular thing happened.	I fussed that that thing didn't happen.	0.3775475	0.55380887
fuss	first	past	NP V to VP[-eventive]	I didn't fuss to have a particular thing.	I fussed not to have that thing.	0.41819897	0.55085987
fuss	first	present	NP V that S	I don't fuss that a particular thing happened.	I fuss that that thing didn't happen.	0.22726327	0.560299
fuss	first	present	NP V to VP[-eventive]	I don't fuss to have a particular thing.	I fuss not to have that thing.	0.42584395	0.5537813
fuss	third	past	NP V that S	A particular person didn't fuss that a particular thing happened.	That person fussed that that thing didn't happen.	0.22293663	0.82557046
fuss	third	past	NP V to VP[-eventive]	A particular person didn't fuss to have a particular thing.	That person fussed not to have that thing.	0.3175772	0.49271286
fuss	third	present	NP V that S	A particular person doesn't fuss that a particular thing happened.	That person fusses that that thing didn't happen.	0.3375555	0.39197358
fuss	third	present	NP V to VP[-eventive]	A particular person doesn't fuss to have a particular thing.	That person fusses not to have that thing.	0.2727055	0.55285805
gab	first	past	NP V that S	I didn't gab that a particular thing happened.	I gabbed that that thing didn't happen.	0.38991964	0.4937247
gab	first	present	NP V that S	I don't gab that a particular thing happened.	I gab that that thing didn't happen.	0.34869587	0.54354507
gab	third	past	NP V that S	A particular person didn't gab that a particular thing happened.	That person gabbed that that thing didn't happen.	0.30333558	0.56905776
gab	third	present	NP V that S	A particular person doesn't gab that a particular thing happened.	That person gabs that that thing didn't happen.	0.21071649	0.2842312
gall	first	past	NP be V that S	I wasn't galled that a particular thing happened.	I was galled that that thing didn't happen.	0.29003593	0.51377845
gall	first	present	NP be V that S	I'm not galled that a particular thing happened.	I'm galled that that thing didn't happen.	0.18468618	0.5095648
gall	third	past	NP be V that S	A particular person wasn't galled that a particular thing happened.	That person was galled that that thing didn't happen.	0.28560513	0.46847233
gall	third	present	NP be V that S	A particular person isn't galled that a particular thing happened.	That person is galled that that thing didn't happen.	0.36549827	0.5361361
galvanize	first	past	NP be V to VP[+eventive]	I wasn't galvanized to do a particular thing.	I was galvanized not to do that thing.	0.31626284	0.18085448
galvanize	first	present	NP be V to VP[+eventive]	I'm not galvanized to do a particular thing.	I'm galvanized not to do that thing.	0.42096743	0.55612373
galvanize	third	past	NP be V to VP[+eventive]	A particular person wasn't galvanized to do a particular thing.	That person was galvanized not to do that thing.	0.28818926	0.51419264
galvanize	third	present	NP be V to VP[+eventive]	A particular person isn't galvanized to do a particular thing.	That person is galvanized not to do that thing.	0.37508264	0.5199389
gamble	first	past	NP V that S	I didn't gamble that a particular thing happened.	I gambled that that thing didn't happen.	0.37740418	0.65057826
gamble	first	past	NP V to VP[+eventive]	I didn't gamble to do a particular thing.	I gambled not to do that thing.	0.41895413	0.6283437
gamble	first	past	NP V to VP[-eventive]	I didn't gamble to have a particular thing.	I gambled not to have that thing.	0.3641128	0.5440543
gamble	first	past	NP be V to VP[-eventive]	I wasn't gambled to have a particular thing.	I was gambled not to have that thing.	0.33861467	0.15429713
gamble	first	present	NP V to VP[+eventive]	I don't gamble to do a particular thing.	I gamble not to do that thing.	0.44588968	0.38711888
gamble	first	present	NP V to VP[-eventive]	I don't gamble to have a particular thing.	I gamble not to have that thing.	0.31741005	0.51316464
gamble	third	past	NP V that S	A particular person didn't gamble that a particular thing happened.	That person gambled that that thing didn't happen.	0.6458421	0.5945846
gamble	third	past	NP V to VP[+eventive]	A particular person didn't gamble to do a particular thing.	That person gambled not to do that thing.	0.33688554	0.5280071
gamble	third	past	NP V to VP[-eventive]	A particular person didn't gamble to have a particular thing.	That person gambled not to have that thing.	0.25142178	0.52359664
gamble	third	past	NP be V to VP[-eventive]	A particular person wasn't gambled to have a particular thing.	That person was gambled not to have that thing.	0.26689664	0.38645563
gamble	third	present	NP V to VP[+eventive]	A particular person doesn't gamble to do a particular thing.	That person gambles not to do that thing.	0.37469152	0.75506914
gamble	third	present	NP V to VP[-eventive]	A particular person doesn't gamble to have a particular thing.	That person gambles not to have that thing.	0.35349032	0.5182764
gasp	first	past	NP V that S	I didn't gasp that a particular thing happened.	I gasped that that thing didn't happen.	0.2938853	0.5152769
gasp	first	present	NP V that S	I don't gasp that a particular thing happened.	I gasp that that thing didn't happen.	0.51169944	0.48194125
gasp	third	past	NP V that S	A particular person didn't gasp that a particular thing happened.	That person gasped that that thing didn't happen.	0.20651624	0.54597205
gasp	third	present	NP V that S	A particular person doesn't gasp that a particular thing happened.	That person gasps that that thing didn't happen.	0.22852157	0.58729583
gather	first	past	NP V that S	I didn't gather that a particular thing happened.	I gathered that that thing didn't happen.	0.4659925	0.50249755
gather	first	past	NP V to VP[+eventive]	I didn't gather to do a particular thing.	I gathered not to do that thing.	0.35249653	0.3660499
gather	first	past	NP be V to VP[+eventive]	I wasn't gathered to do a particular thing.	I was gathered not to do that thing.	0.3593658	0.4241185
gather	first	present	NP V that S	I don't gather that a particular thing happened.	I gather that that thing didn't happen.	0.47737885	0.4907831
gather	third	past	NP V that S	A particular person didn't gather that a particular thing happened.	That person gathered that that thing didn't happen.	0.37885147	0.5491797
gather	third	past	NP V to VP[+eventive]	A particular person didn't gather to do a particular thing.	That person gathered not to do that thing.	0.2801064	0.407853
gather	third	past	NP be V to VP[+eventive]	A particular person wasn't gathered to do a particular thing.	That person was gathered not to do that thing.	0.25901973	0.5276875
gather	third	present	NP V that S	A particular person doesn't gather that a particular thing happened.	That person gathers that that thing didn't happen.	0.3563988	0.37336704
gauge	first	past	NP V that S	I didn't gauge that a particular thing happened.	I gauged that that thing didn't happen.	0.5063832	0.5401445
gauge	first	past	NP V to VP[+eventive]	I didn't gauge to do a particular thing.	I gauged not to do that thing.	0.27144608	0.51898354
gauge	first	past	NP be V to VP[-eventive]	I wasn't gauged to have a particular thing.	I was gauged not to have that thing.	0.5462262	0.43370414
gauge	first	present	NP V that S	I don't gauge that a particular thing happened.	I gauge that that thing didn't happen.	0.41263574	0.5394961
gauge	third	past	NP V that S	A particular person didn't gauge that a particular thing happened.	That person gauged that that thing didn't happen.	0.5233195	0.50593024
gauge	third	past	NP V to VP[+eventive]	A particular person didn't gauge to do a particular thing.	That person gauged not to do that thing.	0.39880636	0.5465639
gauge	third	past	NP be V to VP[-eventive]	A particular person wasn't gauged to have a particular thing.	That person was gauged not to have that thing.	0.5528129	0.4917374
gauge	third	present	NP V that S	A particular person doesn't gauge that a particular thing happened.	That person gauges that that thing didn't happen.	0.362435	0.5903455
generalize	first	past	NP V that S	I didn't generalize that a particular thing happened.	I generalized that that thing didn't happen.	0.42192185	0.5590323
generalize	first	present	NP V that S	I don't generalize that a particular thing happened.	I generalize that that thing didn't happen.	0.3844645	0.56725323
generalize	third	past	NP V that S	A particular person didn't generalize that a particular thing happened.	That person generalized that that thing didn't happen.	0.62260693	0.5181482
generalize	third	present	NP V that S	A particular person doesn't generalize that a particular thing happened.	That person generalizes that that thing didn't happen.	0.4326843	0.48165283
get	first	past	NP V to VP[+eventive]	I didn't get to do a particular thing.	I got not to do that thing.	0.4786579	0.6575964
get	first	past	NP V to VP[-eventive]	I didn't get to have a particular thing.	I got not to have that thing.	0.40283608	0.5499525
get	first	present	NP V to VP[+eventive]	I don't get to do a particular thing.	I get not to do that thing.	0.75460154	0.4997697
get	first	present	NP V to VP[-eventive]	I don't get to have a particular thing.	I get not to have that thing.	0.60900843	0.60430396
get	third	past	NP V to VP[+eventive]	A particular person didn't get to do a particular thing.	That person got not to do that thing.	0.40922922	0.6021225
get	third	past	NP V to VP[-eventive]	A particular person didn't get to have a particular thing.	That person got not to have that thing.	0.3999241	0.66388196
get	third	present	NP V to VP[+eventive]	A particular person doesn't get to do a particular thing.	That person gets not to do that thing.	0.68202937	0.77064145
get	third	present	NP V to VP[-eventive]	A particular person doesn't get to have a particular thing.	That person gets not to have that thing.	0.36526933	0.7557738
giggle	first	past	NP V that S	I didn't giggle that a particular thing happened.	I giggled that that thing didn't happen.	0.256054	0.6012851
giggle	first	present	NP V that S	I don't giggle that a particular thing happened.	I giggle that that thing didn't happen.	0.26803347	0.4871873
giggle	third	past	NP V that S	A particular person didn't giggle that a particular thing happened.	That person giggled that that thing didn't happen.	0.034032952	0.6174508
giggle	third	present	NP V that S	A particular person doesn't giggle that a particular thing happened.	That person giggles that that thing didn't happen.	0.43882984	0.5026404
gladden	first	past	NP be V that S	I wasn't gladdened that a particular thing happened.	I was gladdened that that thing didn't happen.	0.42431858	0.49842283
gladden	third	past	NP be V that S	A particular person wasn't gladdened that a particular thing happened.	That person was gladdened that that thing didn't happen.	0.4211948	0.4993615
glean	first	past	NP V that S	I didn't glean that a particular thing happened.	I gleaned that that thing didn't happen.	0.5590307	0.5307413
glean	first	past	NP be V to VP[-eventive]	I wasn't gleaned to have a particular thing.	I was gleaned not to have that thing.	0.40403807	0.29803383
glean	third	past	NP V that S	A particular person didn't glean that a particular thing happened.	That person gleaned that that thing didn't happen.	0.54733884	0.49699444
glean	third	past	NP be V to VP[-eventive]	A particular person wasn't gleaned to have a particular thing.	That person was gleaned not to have that thing.	0.578513	0.42483842
glimpse	first	past	NP be V to VP[-eventive]	I wasn't glimpsed to have a particular thing.	I was glimpsed not to have that thing.	0.28919494	0.44095495
glimpse	third	past	NP be V to VP[-eventive]	A particular person wasn't glimpsed to have a particular thing.	That person was glimpsed not to have that thing.	0.40611354	0.4544599
gloat	first	past	NP V that S	I didn't gloat that a particular thing happened.	I gloated that that thing didn't happen.	0.3040616	0.6490517
gloat	first	past	NP V to VP[-eventive]	I didn't gloat to have a particular thing.	I gloated not to have that thing.	0.41682258	0.500235
gloat	first	present	NP V that S	I don't gloat that a particular thing happened.	I gloat that that thing didn't happen.	0.24914943	0.6385644
gloat	third	past	NP V that S	A particular person didn't gloat that a particular thing happened.	That person gloated that that thing didn't happen.	0.41523808	0.58111084
gloat	third	past	NP V to VP[-eventive]	A particular person didn't gloat to have a particular thing.	That person gloated not to have that thing.	0.20214741	0.4904257
gloat	third	present	NP V that S	A particular person doesn't gloat that a particular thing happened.	That person gloats that that thing didn't happen.	0.41971475	0.5891636
glorify	first	past	NP be V to VP[+eventive]	I wasn't glorified to do a particular thing.	I was glorified not to do that thing.	0.3247815	0.3907649
glorify	first	past	NP be V to VP[-eventive]	I wasn't glorified to have a particular thing.	I was glorified not to have that thing.	0.26664594	0.40664262
glorify	first	present	NP be V to VP[-eventive]	I'm not glorified to have a particular thing.	I'm glorified not to have that thing.	0.40036002	0.48596936
glorify	third	past	NP be V to VP[+eventive]	A particular person wasn't glorified to do a particular thing.	That person was glorified not to do that thing.	0.2433314	0.5049007
glorify	third	past	NP be V to VP[-eventive]	A particular person wasn't glorified to have a particular thing.	That person was glorified not to have that thing.	0.37479004	0.47359946
glorify	third	present	NP be V to VP[-eventive]	A particular person isn't glorified to have a particular thing.	That person is glorified not to have that thing.	0.4736288	0.40514934
go	first	past	NP V to VP[+eventive]	I didn't go to do a particular thing.	I went not to do that thing.	0.4202411	0.7269177
go	first	past	NP V to VP[-eventive]	I didn't go to have a particular thing.	I went not to have that thing.	0.35289654	0.1881514
go	first	past	NP be V to VP[+eventive]	I wasn't gone to do a particular thing.	I was gone not to do that thing.	0.2766108	0.5353601
go	first	present	NP V to VP[+eventive]	I don't go to do a particular thing.	I go not to do that thing.	0.29858768	0.61231977
go	third	past	NP V to VP[+eventive]	A particular person didn't go to do a particular thing.	That person went not to do that thing.	0.36116457	0.584971
go	third	past	NP V to VP[-eventive]	A particular person didn't go to have a particular thing.	That person went not to have that thing.	0.42763275	0.5079119
go	third	past	NP be V to VP[+eventive]	A particular person wasn't gone to do a particular thing.	That person was gone not to do that thing.	0.40110397	0.54576176
go	third	present	NP V to VP[+eventive]	A particular person doesn't go to do a particular thing.	That person goes not to do that thing.	0.45280278	0.58771855
gossip	first	past	NP V that S	I didn't gossip that a particular thing happened.	I gossipped that that thing didn't happen.	0.41516873	0.5720404
gossip	first	past	NP be V to VP[-eventive]	I wasn't gossipped to have a particular thing.	I was gossipped not to have that thing.	0.30475277	0.4391983
gossip	first	present	NP V that S	I don't gossip that a particular thing happened.	I gossip that that thing didn't happen.	0.29163858	0.6622677
gossip	third	past	NP V that S	A particular person didn't gossip that a particular thing happened.	That person gossipped that that thing didn't happen.	0.30315584	0.3154758
gossip	third	past	NP be V to VP[-eventive]	A particular person wasn't gossipped to have a particular thing.	That person was gossipped not to have that thing.	0.32790655	0.5613637
gossip	third	present	NP V that S	A particular person doesn't gossip that a particular thing happened.	That person gossips that that thing didn't happen.	0.23000576	0.5813017
grant	first	past	NP V to VP[+eventive]	I didn't grant to do a particular thing.	I granted not to do that thing.	0.4198295	0.4626391
grant	first	past	NP be V to VP[+eventive]	I wasn't granted to do a particular thing.	I was granted not to do that thing.	0.3951381	0.50000054
grant	first	past	NP be V to VP[-eventive]	I wasn't granted to have a particular thing.	I was granted not to have that thing.	0.35191584	0.5393265
grant	third	past	NP V to VP[+eventive]	A particular person didn't grant to do a particular thing.	That person granted not to do that thing.	0.4096469	0.49717188
grant	third	past	NP be V to VP[+eventive]	A particular person wasn't granted to do a particular thing.	That person was granted not to do that thing.	0.40609032	0.61176974
grant	third	past	NP be V to VP[-eventive]	A particular person wasn't granted to have a particular thing.	That person was granted not to have that thing.	0.40117642	0.56099224
gratify	first	past	NP be V that S	I wasn't gratified that a particular thing happened.	I was gratified that that thing didn't happen.	0.3314251	0.5638958
gratify	first	past	NP be V to VP[+eventive]	I wasn't gratified to do a particular thing.	I was gratified not to do that thing.	0.41900384	0.6353569
gratify	first	past	NP be V to VP[-eventive]	I wasn't gratified to have a particular thing.	I was gratified not to have that thing.	0.21356462	0.5706356
gratify	first	present	NP be V that S	I'm not gratified that a particular thing happened.	I'm gratified that that thing didn't happen.	0.27649376	0.53658515
gratify	first	present	NP be V to VP[+eventive]	I'm not gratified to do a particular thing.	I'm gratified not to do that thing.	0.40179944	0.48563498
gratify	first	present	NP be V to VP[-eventive]	I'm not gratified to have a particular thing.	I'm gratified not to have that thing.	0.23781066	0.49851158
gratify	third	past	NP be V that S	A particular person wasn't gratified that a particular thing happened.	That person was gratified that that thing didn't happen.	0.41311958	0.6230869
gratify	third	past	NP be V to VP[+eventive]	A particular person wasn't gratified to do a particular thing.	That person was gratified not to do that thing.	0.30977476	0.6171889
gratify	third	past	NP be V to VP[-eventive]	A particular person wasn't gratified to have a particular thing.	That person was gratified not to have that thing.	0.3573971	0.49117494
gratify	third	present	NP be V that S	A particular person isn't gratified that a particular thing happened.	That person is gratified that that thing didn't happen.	0.3762016	0.55967903
